MOF_name,data_set,split,water_label,4_class_water_label,acid_label,base_label,boiling_label,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
ATEJOA,WS24s,train,1,3,0,1,0,4.70745,4.24568,4.70745,1222.5,644.724,0.2702,0.142498523,0.2702,0.0,0.142499,0.0,-0.016,0.196,0.416,-0.4,1.4,3.8,0.8,5.2,9.2,-3.12,-4.504266,-4.328532,0.392,1.288,1.988,-0.007384615,-0.011076923,-0.009846154,-0.307692308,-0.276923077,-0.815384615,0.369230769,0.553846154,1.261538462,-1.107692308,-1.661538462,-3.114064923,0.164307692,0.246461538,0.503692308,0.2,0.8,2.2,3.2,0.1125,0.462,1.0905,1.488,3.2,14.4,29.6,36.0,9.8,33.6,71.4,92.4,10.952,66.896,153.8035684,207.2631368,1.84832,6.2016,16.416,23.5296,1.184615385,0.738461538,0.676923077,0.533823077,0.641189231,0.403458462,0.37112,1.8,3.615384615,3.2,4.523076923,63.56923077,70.46153846,41.96923077,31.81538462,29.62230769,44.59276923,32.61415385,40.39447209,11.75158308,12.99421692,7.726796923,5.959252308,16.28,8.28,16.88,243.0,118.0,252.0,954.0,522.0,1028.0,-37.19,-12.15,-31.42,46.0,152.0,604.0,576.0,29.8798,131.0344,352.1164,346.0128,940.0,3928.0,5732.0,5696.0,10672.0,38544.0,48800.0,42240.0,459.5852,1053.1876,6568.5608,4855.9328,17.0,9.0,18.0,2.8561,21.0405,11.7117,22.8826,289.0,782.0,595.0,918.0,4096.0,8576.0,3456.0,7936.0,1.44,69.108,27.54,63.624,130.0,356.0,620.0,868.0,58.2482,173.2868,290.0788,383.6004,1236.0,4284.0,6252.0,8372.0,4048.0,10524.0,18156.0,21784.0,915.5746,2419.7388,4334.1756,5707.2088
ACOGEF,WS24s,train,0,2,0,0,0,5.20116,3.94888,4.87431,1842.0,1462.46,0.3697,0.293524517,0.3697,0.0,0.293525,0.0,0.08,0.48,0.933333333,-0.666666667,2.0,1.333333333,4.333333333,9.333333333,20.0,-7.535703333,-1.342813333,-5.485626667,1.393333333,1.773333333,4.08,-0.04,0.72,0.74,-2.0,0.0,1.0,2.0,14.0,13.0,-7.8,-2.01422,1.88578,0.98,2.66,2.17,1.0,2.333333333,4.666666667,6.0,0.552633333,1.242366667,2.245,2.637133333,6.333333333,19.0,28.0,34.0,54.0,88.33333333,172.6666667,169.6666667,45.87,170.447538,244.7634853,321.5486603,10.1056,18.07333333,39.35786667,45.98106667,2.0,4.0,3.0,0.5625,1.155,1.71,1.1325,4.0,12.0,16.0,10.0,49.0,84.0,98.0,56.0,54.76,167.24,233.945228,150.325228,9.2416,15.504,28.88,21.128,3.08,5.68,14.56,22.0,24.0,64.0,154.0,336.0,712.0,-7.34,-6.88,-10.96,15.0,28.0,54.0,80.0,13.1036,26.408,50.4468,62.216,82.0,216.0,262.0,176.0,8406.0,13536.0,17038.0,12192.0,105.9937,183.1144,375.4048,589.152,6.0,8.0,16.0,2.1904,8.584,9.1168,13.4976,36.0,84.0,144.0,192.0,2304.0,6432.0,2304.0,2688.0,2.8561,29.5412,34.476,64.22,84.0,176.0,296.0,400.0,32.7828,81.0064,121.7864,148.8352,472.0,1192.0,1696.0,2024.0,2032.0,4616.0,6536.0,7248.0,540.5536,1176.932,1966.5344,2565.1968
SIFSIX-2-Cu-i,WS14s,train,1,3,0,0,0,3.85719,3.63322,3.85094,1066.49,855.251,0.2621,0.210186128,0.2621,0.0,0.210186,0.0,0.06,0.0,0.0,0.666666667,0.0,0.0,0.666666667,0.0,0.0,4.474666667,0.0,0.0,-0.277333333,0.0,0.0,-0.176666667,0.48,0.493333333,-3.0,0.0,0.666666667,-0.333333333,9.333333333,8.666666667,-16.38666667,-1.342813333,1.257186667,1.346666667,1.773333333,1.446666667,0.333333333,0.666666667,1.333333333,0.0,0.224133333,0.549066667,0.672133333,0.0,2.666666667,4.0,1.333333333,0.0,34.66666667,84.0,108.0,0.0,96.48269333,93.00133333,18.65013333,0.0,4.464773333,5.041333333,21.12053333,0.0,1.666666667,4.333333333,2.0,0.543033333,1.044533333,1.980166667,0.755,3.0,10.0,12.33333333,6.666666667,59.66666667,98.0,200.3333333,37.33333333,41.1692,157.994,179.276152,100.2168187,11.4412,12.85666667,45.654,14.08533333,3.86,5.1,15.64,20.0,24.0,84.0,128.0,199.0,488.0,-8.72,-5.2,-15.92,16.0,32.0,56.0,88.0,11.2514,24.7336,41.2246,52.1744,92.0,256.0,340.0,256.0,1683.0,3844.0,5642.0,4528.0,127.8872,230.736,472.9272,743.072,6.0,9.0,20.0,1.9044,6.0996,10.1016,16.5048,36.0,96.0,180.0,216.0,841.0,1334.0,1798.0,2668.0,3.61,38.228,42.37,102.448,17.0,34.66666667,55.33333333,52.0,7.680066667,18.1092,25.22686667,20.10493333,90.0,205.3333333,244.6666667,214.6666667,586.0,1320.0,1839.333333,906.6666667,123.0396,226.802,446.5573333,314.5446667
dut-68-zr,WS14s,train,1,3,1,0,0,28.36708,6.70526,28.36708,1772.39,1629.31,0.4795,0.440789837,0.4795,0.0,0.440791,0.0,0.402051282,0.805641026,1.905128205,-1.794871795,-3.128205128,4.666666667,16.82051282,32.41025641,48.20512821,12.06153846,25.86153846,66.71213846,0.231794872,0.142564103,-2.06,-0.04,-0.033846154,-0.282307692,-1.846153846,-1.769230769,-2.615384615,2.0,1.692307692,-4.923076923,-6.0,-5.076923077,-17.46923077,0.89,0.753076923,1.549230769,1.0,1.846153846,3.487179487,4.820512821,0.949310256,1.404164103,2.675584615,3.015071795,3.538461538,10.35897436,19.74358974,9.948717949,221.5384615,167.3846154,325.7435897,440.6153846,313.85,372.0307692,717.0825641,469.7788728,7.585641026,12.59569231,24.13248205,37.85587692,1.0,1.846153846,1.769230769,0.5329,0.5621,1.008523077,1.148907692,1.0,2.846153846,3.615384615,4.384615385,64.0,48.0,104.6153846,152.6153846,28.09,59.89,78.76615385,142.2846154,11.8336,8.772,19.25606154,15.60701538,6.48,2.464,18.89066667,44.8,16.26666667,137.3333333,256.0,108.8,756.8,-16.88,-3.904,-46.904,55.2,148.8,410.4,496.0,41.71828,138.51376,289.63976,418.13344,607.2,2065.6,4015.2,5227.2,12499.2,33331.2,69788.8,90899.2,511.91692,880.8384,4217.37688,3304.3632,8.0,7.2,23.46666667,2.3716,8.9936,13.28096,26.56192,64.0,153.6,330.6666667,403.2,1600.0,2560.0,7168.0,7274.666667,1.7689,36.6016,17.9284,103.8925067,13.18181818,26.54545455,38.36363636,37.45454545,7.240045455,15.2124,21.6294,19.31007273,64.90909091,151.6363636,191.4545455,145.8181818,760.3636364,1204.363636,1872.727273,1830.181818,103.6996909,187.8561818,283.0888545,268.9919636
JALLIU,WS24s,train,0,2,0,0,0,13.71932,6.77647,13.71932,2336.09,3006.16,0.6956,0.895121741,0.6956,0.0,0.895122,0.0,-0.017142857,-0.025714286,-0.025714286,-0.428571429,-0.857142857,-0.428571429,0.857142857,1.285714286,1.285714286,-3.342857143,-5.014285714,-5.014285714,0.42,0.63,0.63,-0.017142857,-0.017142857,-0.034285714,-0.857142857,-0.857142857,-0.857142857,0.857142857,0.857142857,1.714285714,-2.571428571,-2.571428571,-5.142857143,0.381428571,0.381428571,0.762857143,0.428571429,0.857142857,1.285714286,1.714285714,0.241071429,0.495,0.7425,0.983571429,1.714285714,4.285714286,6.857142857,7.714285714,21.0,36.0,54.0,75.0,23.46857143,71.67428571,107.5114286,130.98,3.960685714,6.644571429,9.966857143,13.92754286,0.428571429,0.857142857,0.857142857,0.5329,0.2409,0.469285714,0.4818,0.428571429,1.285714286,1.714285714,1.714285714,64.0,20.57142857,48.0,41.14285714,28.09,25.66714286,37.70571429,51.33428571,11.8336,3.759428571,8.830971429,7.518857143,7.2,3.44,21.44,44.0,20.0,136.0,400.0,208.0,1208.0,-18.56,-5.72,-52.12,50.0,144.0,408.0,528.0,40.109,141.2112,303.0648,447.4608,600.0,2112.0,4272.0,5664.0,22664.0,46848.0,118944.0,125184.0,464.2316,790.9248,4143.2832,3451.008,8.0,8.0,24.0,2.6569,9.5192,15.648,28.8184,64.0,160.0,352.0,448.0,3364.0,3712.0,14848.0,10672.0,1.2544,30.8224,16.4416,88.48,18.0,38.0,52.0,52.0,10.3714,22.1606,30.1596,30.0924,90.0,206.0,252.0,228.0,786.0,1512.0,2152.0,2162.0,143.8476,275.247,392.6044,394.9142
LAFFEG,WS24s,train,1,4,1,1,0,5.8402,3.8114,5.82814,1978.87,1931.66,0.3955,0.386064582,0.3955,0.0,0.386066,0.0,0.103333333,-0.026666667,-0.04,-0.333333333,-1.0,-2.0,3.166666667,1.333333333,2.0,-2.685703333,-4.3,-6.0,0.806666667,0.608333333,0.89,-0.03,-0.02,0.34,-1.5,-1.5,-1.0,1.5,1.0,8.0,-4.95,-3.0,-3.10711,0.69,0.445,1.73,1.0,1.666666667,2.0,1.666666667,0.5477,0.8448,1.115,0.9371,3.333333333,6.666666667,7.333333333,7.0,56.5,66.0,102.6666667,80.66666667,41.425,91.50587133,108.37,96.39666667,10.5376,14.0684,19.04786667,14.93306667,1.5,2.5,2.0,0.5477,0.85105,1.39125,0.8396,2.5,6.5,9.0,5.0,56.5,69.5,129.5,55.0,41.425,99.135,126.13,93.242614,10.5376,12.8828,24.1652,15.46,2.28,3.28,5.6,6.0,8.0,16.0,90.0,142.0,230.0,-6.36,-6.38,-13.72,11.0,20.0,28.0,36.0,7.4035,14.5636,20.8804,20.3052,48.0,112.0,126.0,88.0,1368.0,2356.0,3122.0,1724.0,89.3661,145.8304,210.5432,318.9152,4.0,6.0,10.0,1.7161,3.8776,5.9998,9.825,16.0,40.0,64.0,96.0,900.0,900.0,1140.0,2100.0,2.7225,21.384,26.862,49.863,24.0,50.4,76.8,93.6,10.7112,25.11648,36.34512,39.59688,127.2,313.2,442.8,475.2,718.2,1510.8,2148.0,2056.8,165.10194,342.71376,516.95664,595.63344
OTEPAF,WS24s,train,1,3,0,0,0,3.4939,2.72712,3.4939,0.0,0.0,0.0804,0.037460513,0.0,0.0804,0.0,0.0374605,-0.001111111,-0.01,-0.006666667,-0.055555556,-0.5,-0.333333333,0.055555556,0.5,0.333333333,-0.216666667,-1.95,-1.5,0.027222222,0.245,0.173333333,-0.015555556,-0.015555556,-0.002222222,-0.777777778,-0.777777778,-0.111111111,0.777777778,0.777777778,0.111111111,-2.533333333,-2.533333333,-0.233333333,0.356111111,0.356111111,0.044444444,0.5,1.0,1.055555556,0.555555556,0.28125,0.563333333,0.60125,0.3175,2.0,4.111111111,5.222222222,2.888888889,24.5,48.61111111,48.22222222,24.88888889,27.38,56.36333333,72.23222222,41.52222222,4.6208,9.158844444,9.010222222,4.607288889,0.722222222,1.222222222,1.0,0.539477778,0.409472222,0.6825,0.5475,1.166666667,3.055555556,4.222222222,2.0,60.66666667,33.55555556,62.22222222,56.0,34.01666667,47.38722222,67.35888889,39.22,11.2576,6.213022222,11.55382222,10.4576,8.025,15.19,7.955,50.0,91.5,54.5,487.0,853.5,490.5,-18.89,-19.425,-17.445,23.5,50.0,113.0,205.0,12.91465,36.2951,72.0731,90.3243,163.0,506.0,837.0,715.0,5058.0,9534.0,11801.0,6430.0,183.22335,323.0565,931.6814,1699.4224,8.5,14.0,8.5,2.8224,10.5084,13.9944,10.626,72.5,191.5,237.0,169.5,4225.0,4257.5,3672.5,4030.0,1.21,31.064,38.3075,29.4745,8.0,16.0,20.0,12.0,4.5016,9.1192,11.3092,6.69,36.0,78.0,86.0,40.0,396.0,726.0,950.0,616.0,73.6386,134.5506,176.2208,114.6688
CAU-10,WS14s,train,1,3,0,0,0,6.06297,3.66757,6.05926,1416.27,1242.07,0.2989,0.262135497,0.2989,0.0,0.262135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026666667,-0.026666667,-0.053333333,-1.333333333,-1.333333333,-2.666666667,1.333333333,1.333333333,2.666666667,-4.0,-4.0,-8.0,0.593333333,0.593333333,1.186666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,1.333333333,1.333333333,0.5329,0.374733333,0.73,0.749466667,0.666666667,2.0,2.666666667,4.0,64.0,32.0,74.66666667,64.0,28.09,39.92666667,58.65333333,79.85333333,11.8336,5.848,13.73706667,11.696,3.18,1.96,7.26,24.0,12.0,52.0,30.0,28.0,78.0,-10.98,-3.76,-22.06,32.0,80.0,176.0,224.0,21.7516,62.1376,116.2216,154.5264,256.0,704.0,1216.0,1536.0,2244.0,6528.0,12552.0,15232.0,299.0604,546.5472,1761.4824,1706.24,6.0,6.0,14.0,1.5876,5.5188,7.056,13.0788,36.0,72.0,144.0,192.0,169.0,624.0,650.0,1352.0,2.5921,33.2304,21.6062,71.806,16.0,32.0,48.0,58.0,7.4224,16.2624,23.0448,24.6794,80.0,192.0,256.0,250.0,548.0,1008.0,1456.0,1420.0,118.7144,219.096,337.3204,385.387
IDIWUN,WS24s,train,1,3,0,0,0,10.7417,9.83913,10.74051,1833.82,2096.36,0.5806,0.663721114,0.5806,0.0,0.663721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,2.706666667,3.32,8.013333333,9.333333333,12.66666667,30.66666667,102.6666667,122.0,313.3333333,-8.353333333,-3.5,-22.68666667,38.0,96.0,196.0,328.0,26.2454,73.7008,142.1812,214.62,300.0,928.0,1712.0,2304.0,6972.0,15040.0,32160.0,38656.0,324.387,659.104,1696.242,2359.84,4.666666667,8.0,14.0,1.7161,4.462733333,9.3796,13.52793333,22.66666667,64.0,124.0,162.6666667,900.0,1120.0,3540.0,3200.0,2.7225,26.488,27.555,75.548,26.0,54.0,84.0,108.0,11.5274,26.8422,39.4612,45.1084,138.0,342.0,484.0,524.0,768.0,1560.0,2272.0,2360.0,177.0894,355.011,557.1304,682.442
KIWRUE01,WS24s,train,1,3,0,0,0,3.64015,1.16194,2.60327,0.0,0.0,0.0331,0.020428442,0.0,0.0331,0.0,0.0204285,0.0824,0.4248,0.3344,-0.72,1.36,1.68,4.88,9.76,5.28,-0.192,3.9137432,2.5457432,0.4432,0.9864,0.7392,-0.02,0.108,0.228,-1.0,-0.6,0.0,1.0,0.6,3.6,-3.9,-5.404266,1.735734,0.49,0.982,0.504,1.0,1.88,3.04,1.76,0.75366,1.15986,1.5534,0.7392,4.2,11.56,14.96,7.6,131.8,104.76,131.04,49.28,183.4,194.1296,208.5487003,77.53910032,8.20752,14.99832,23.977088,14.018048,1.6,2.2,1.2,0.5625,0.915,1.1565,0.504,2.8,6.8,8.8,4.8,49.0,71.4,103.6,33.6,54.76,116.476,160.4635684,52.8675684,9.2416,13.29696,17.34624,9.55776,3.15,4.94,7.47,12.0,21.0,32.0,110.0,181.0,245.0,-5.7,-6.67,-7.63,27.0,56.0,88.0,114.0,16.026,35.2558,54.0076,63.4092,144.0,366.0,534.0,550.0,2233.0,3960.0,5874.0,6364.0,199.202,407.42,661.3016,858.9292,5.0,8.0,11.0,1.9044,5.175,8.418,10.6398,25.0,65.0,95.0,115.0,841.0,1015.0,1479.0,2146.0,3.61,28.88,41.553,54.207,14.0,30.0,44.0,40.0,6.2942,14.8942,20.5516,15.9624,74.0,178.0,244.0,184.0,442.0,1014.0,1320.0,840.0,100.8196,224.3616,330.9828,277.8408
VOPVON,WS24s,train,1,3,0,0,0,4.15665,2.52088,4.15665,0.0,0.0,0.0567,0.037074574,0.0,0.0567,0.0,0.0370745,0.185,-0.045,0.713333333,0.0,-1.666666667,0.583333333,5.333333333,2.25,16.41666667,-4.412480833,-7.725,-5.798145833,1.335833333,1.05,3.496666667,-0.04,0.34,0.14,-2.0,-1.0,-2.5,2.0,8.0,5.5,-6.9,-4.00711,-6.503555,0.935,1.775,1.555,1.0,1.833333333,2.5,4.333333333,0.545233333,0.874766667,1.4049,1.850233333,4.333333333,9.5,14.33333333,17.25,57.75,60.08333333,122.8333333,118.5833333,39.2025,110.1381915,154.4975,215.6309143,10.7536,14.18633333,22.68833333,33.59773333,1.5,3.0,2.5,0.5477,0.85855,1.4025,1.27085,2.5,7.5,10.0,10.0,56.5,66.0,105.0,97.0,41.425,113.565,160.962614,145.756307,10.5376,12.138,24.7428,20.6128,4.92,4.72,7.56,44.0,44.0,72.0,168.0,178.0,268.0,-9.2,-4.66,-8.42,17.0,36.0,76.0,108.0,8.9492,22.0324,38.4412,46.8188,124.0,388.0,464.0,268.0,1303.0,3184.0,4116.0,3084.0,127.727,248.7904,601.25,808.32,8.0,8.0,12.0,1.5876,6.5016,6.7536,9.5256,64.0,160.0,160.0,192.0,729.0,1296.0,1026.0,1512.0,3.5344,45.5712,37.036,58.2424,24.5,50.0,77.0,95.0,10.39405,24.056,34.2753,37.7543,127.0,308.0,413.0,421.0,701.0,1420.0,1986.0,1962.0,168.02105,339.127,520.3029,632.0697
EPEXOO,WS24s,train,0,2,0,0,0,4.34093,1.57257,4.29564,0.0,0.0,0.0704,0.041791328,0.0,0.0704,0.0,0.0417912,-0.053333333,0.71,0.476666667,-1.5,3.833333333,0.0,2.666666667,14.5,13.66666667,-9.8,-3.96422,-11.460665,1.276666667,2.905,3.426666667,-0.04,-0.044,0.097333333,-2.0,-2.566666667,-4.5,2.0,2.2,7.633333333,-6.0,-6.42,-12.003555,0.89,0.97,2.459333333,1.0,2.333333333,5.5,4.833333333,0.552633333,1.342366667,2.541116667,2.320716667,6.333333333,21.5,30.0,26.83333333,54.0,100.0,177.0,158.5,45.87,187.2033333,307.065228,297.1222543,10.1056,18.428,43.5536,37.232,1.0,2.0,2.566666667,0.5329,0.5621,1.09792,1.296723333,1.0,3.0,4.566666667,7.066666667,64.0,48.0,110.4,103.2,28.09,59.89,90.206,135.7165082,11.8336,8.772,20.3304,21.9128,4.0,4.556666667,6.063333333,17.33333333,15.66666667,22.66666667,213.3333333,244.6666667,342.6666667,-9.333333333,-4.406666667,-10.46,44.0,94.0,166.0,212.0,23.9617,62.2514,91.6252,112.4488,264.0,662.0,880.0,1036.0,8394.0,14128.0,13642.0,15130.0,341.595,652.6922,1401.8532,1641.0802,5.333333333,5.666666667,8.333333333,2.1904,5.762133333,5.6684,9.2796,28.66666667,60.66666667,76.66666667,118.0,2304.0,2048.0,1312.0,2752.0,2.8561,31.00586667,23.63183333,41.47823333,31.0,66.0,108.0,138.0,13.9455,33.187,51.2416,59.7122,174.0,442.0,660.0,718.0,954.0,1992.0,3062.0,3298.0,216.0096,443.292,733.0526,902.596
HUFKUQ,WS24s,train,1,4,1,1,0,12.95709,9.87431,12.94438,2296.98,3881.38,0.7149,1.20802171,0.7149,0.0,1.20802,0.0,-0.057555556,0.403111111,0.439111111,-1.244444444,0.111111111,-1.711111111,2.877777778,12.06666667,14.71111111,-9.623333333,-9.371386222,-13.610428,1.330111111,3.016,3.868444444,-0.04,0.35,0.14,-2.0,-1.0,-2.0,2.0,7.5,5.5,-6.9,-2.05711,-6.503555,0.935,1.53,1.555,1.0,2.188888889,4.222222222,4.488888889,0.5477,1.247394444,2.012311111,2.113177778,5.166666667,14.98888889,22.57777778,25.66666667,56.5,98.66666667,147.0888889,151.2,41.425,156.1695556,227.3705416,242.5921021,10.5376,18.17285333,34.73544889,36.09066667,1.5,3.0,2.0,0.5477,0.85855,1.395,0.9896,2.5,7.5,10.0,7.0,56.5,66.0,108.5,72.5,41.425,113.565,146.532614,118.376307,10.5376,12.138,25.4876,15.992,3.486666667,3.786666667,10.26666667,11.33333333,9.333333333,32.0,187.3333333,224.0,553.3333333,-7.9,-4.586666667,-16.99333333,25.0,56.0,102.0,144.0,18.9542,46.2316,80.8154,97.8312,158.0,428.0,674.0,744.0,8010.0,11856.0,22448.0,17400.0,210.4125,397.5328,892.5096,1153.5552,4.666666667,6.666666667,13.33333333,2.1904,5.0616,8.9984,14.01066667,22.66666667,54.66666667,108.0,145.3333333,2304.0,1760.0,4608.0,4160.0,2.8561,26.67946667,26.79213333,66.80006667,70.5,149.0,244.0,315.0,29.95105,72.1879,108.8876,127.6139,393.0,988.0,1446.0,1617.0,1992.0,4309.0,6280.0,6744.0,477.9273,1005.6286,1656.358,2061.5835
MOFF-2,WS14s,train,1,3,0,0,0,3.47108,2.62559,3.46223,0.0,0.0,0.0704,0.044388958,0.0,0.0704,0.0,0.0443891,-0.04,-0.08,-0.12,-1.333333333,-2.666666667,-4.0,2.0,4.0,6.0,-5.04,-10.08,-15.12,0.953333333,1.906666667,2.86,-0.046666667,0.713333333,0.706666667,-2.333333333,1.666666667,1.333333333,2.333333333,14.33333333,14.66666667,-7.9,-2.11422,-2.21422,1.083333333,2.763333333,2.866666667,0.666666667,0.666666667,1.333333333,2.666666667,0.336066667,0.364466667,0.728933333,1.429466667,0.666666667,2.0,4.0,6.666666667,54.0,36.0,72.0,162.0,9.325066667,28.17466667,56.34933333,93.84906667,10.56026667,6.766,13.532,30.85826667,1.666666667,4.333333333,3.666666667,0.542766667,0.952233333,1.8625,1.491966667,3.666666667,14.0,20.66666667,13.0,59.0,74.0,130.6666667,94.33333333,36.98,123.5466667,208.9785613,164.8118947,10.9696,13.6,34.86506667,28.15253333,3.84,4.27,13.56,22.0,18.0,66.0,129.0,161.0,435.0,-7.95,-4.55,-13.65,29.0,70.0,152.0,238.0,16.5403,47.4086,92.293,134.2466,222.0,652.0,1198.0,1596.0,2694.0,6780.0,11532.0,13730.0,220.9395,486.771,1207.9068,1701.6632,6.0,8.0,18.0,1.9044,6.1272,9.3426,15.5664,36.0,84.0,180.0,252.0,841.0,1305.0,2059.0,2523.0,3.61,36.765,37.525,90.915,24.8,51.6,84.0,108.4,12.83704,28.2898,44.10808,54.86204,135.6,340.8,490.4,518.8,1191.6,2035.2,3298.4,4445.2,235.18972,395.4438,666.75992,919.1468
DUKXOY,WS24s,train,1,3,0,0,0,4.6813,1.84707,4.67161,0.0,0.0,0.2285,0.137171329,0.0,0.2285,0.0,0.137171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.34,0.36,-1.0,-1.0,-1.0,1.0,8.0,7.0,-3.9,-4.90711,-1.00711,0.49,1.82,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.5625,1.14,1.4325,0.855,4.0,10.0,14.0,10.0,49.0,91.0,91.0,49.0,54.76,138.38,200.592614,116.972614,9.2416,16.9936,22.192,14.44,2.92,5.76,10.12,4.0,8.0,20.0,164.0,332.0,524.0,-5.4,-8.84,-8.92,36.0,80.0,144.0,232.0,27.248,63.0,117.4672,163.9168,224.0,624.0,1040.0,1280.0,10576.0,12880.0,23664.0,36176.0,263.33,560.3328,993.968,1748.3128,4.0,8.0,14.0,2.1904,4.44,8.9984,15.688,16.0,48.0,96.0,144.0,2304.0,1344.0,2496.0,7104.0,2.8561,20.5504,37.7884,55.0602,17.0,36.0,56.0,56.0,7.2217,17.4036,24.5928,20.7,92.0,224.0,312.0,256.0,454.0,1036.0,1330.0,872.0,111.5239,244.3324,368.011,347.06
