MofName,Partition,water_label,water4_label,acid_label,base_label,boiling_label,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
KINJUO,train,1,3,0,0,0,4.57628,3.7517,4.56175,1.29323,296.787,229.493,0.1026,0.0793362356270732,0.1026,0.0,0.0793363,0.0,406.357,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.1599999999999999,0.4449999999999999,0.0,-0.25,0.5,1.0,0.0,1.0,4.5,9.0,0.0,-3.9,-4.403555000000001,-2.2338875,0.0,0.4900000000000002,1.1550000000000002,1.785,0.0,0.0,0.0,0.0,0.0,-0.04,0.35,0.1399999999999999,0.0,-2.0,-1.0,-2.0,0.0,2.0,7.5,5.5,0.0,-6.9,-2.05711,-6.503555,0.0,0.9350000000000004,1.53,1.5550000000000002,0.5,1.25,2.25,2.75,0.28125,0.7181250000000001,1.145625,1.213125,3.25,9.25,14.25,13.75,24.5,54.25,78.75,71.75,27.380000000000003,97.31,155.796307,167.1207675,4.6208,10.0624,17.282400000000003,19.988,1.0,1.5,3.0,2.0,0.5477,0.85855,1.395,0.9896,2.5,7.5,10.0,7.0,56.5,66.0,108.5,72.5,41.425,113.565,146.53261400000002,118.376307,10.5376,12.137999999999998,25.4876,15.991999999999996,0.0,0.0,0.0,0.0,0.0,4.46,4.26,8.739999999999998,0.0,22.0,18.0,38.0,0.0,242.0,252.0,438.0,0.0,-9.7,-5.159999999999998,-8.18,13.0,28.0,46.0,56.0,9.0044,22.200000000000003,32.326600000000006,31.724000000000004,82.0,224.0,262.0,168.0,2874.0,5136.0,5362.0,2592.0,107.6887,199.25120000000004,405.532,474.912,1.0,6.0,6.0,10.0,2.1904,6.5416,6.837599999999999,8.9688,36.0,84.0,108.0,132.0,2304.0,2208.0,1728.0,2016.0,2.8561,33.5296,25.857,42.3852,40.0,85.0,136.0,168.0,16.664800000000007,40.818100000000015,60.68760000000002,68.62440000000001,221.0,550.0,790.0,864.0,1010.0,2293.0,3288.0,3370.0,254.04200000000003,552.7486000000001,877.5054,1049.41
PUWDEQ,train,1,3,0,0,0,8.10207,5.72164,8.10169,0.758869,2010.82,2649.76,0.5883,0.7752326159060392,0.5883,0.0,0.775233,0.0,995.482,0.0,0.0,0.0,0.0,0.0,0.0,-0.0266666666666666,-0.0266666666666666,-0.0533333333333333,0.0,-1.3333333333333333,-1.3333333333333333,-2.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,-4.000000000000001,-4.000000000000001,-8.000000000000002,0.0,0.5933333333333334,0.5933333333333334,1.1866666666666668,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3552666666666666,0.3747333333333333,0.73,0.7494666666666667,0.6666666666666666,2.0,2.6666666666666665,4.0,42.66666666666666,32.0,74.66666666666667,64.0,18.726666666666667,39.92666666666667,58.653333333333336,79.85333333333334,7.889066666666667,5.847999999999999,13.737066666666664,11.695999999999998,1.0,1.0,2.0,2.0,0.5328999999999999,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89000000000001,87.98,119.78000000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,2.3200000000000003,2.16,4.48,0.0,8.0,4.0,14.0,0.0,88.0,96.0,184.0,0.0,-7.16,-3.6,-10.760000000000002,16.0,32.0,44.0,56.0,11.2528,24.294400000000003,31.0604,34.6312,76.0,176.0,208.0,208.0,2528.0,4608.0,4672.0,4224.0,139.12879999999998,231.168,398.6608,466.464,1.0,4.0,4.0,8.0,1.7161000000000002,3.8252,4.034800000000001,7.86,16.0,32.0,48.0,72.0,900.0,960.0,720.0,1680.0,2.7225,22.704,16.83,39.53399999999999,22.0,46.0,72.0,92.0,10.0678,23.331000000000007,34.81040000000001,39.91000000000001,118.0,294.0,424.0,460.0,694.0,1392.0,2080.0,2164.0,154.40439999999995,306.5609999999999,486.2404,592.192
IYATEI,train,0,1,0,0,0,5.4162,3.01538,5.4162,1.30164,0.0,0.0,0.2601,0.1998248363602839,0.0,0.2601,0.0,0.199825,0.0,583.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-0.08,-0.0533333333333333,0.0,9.333333333333334,9.333333333333334,-2.6666666666666665,0.0,4.0,4.0,2.6666666666666665,0.0,-14.4,-14.4,-8.000000000000002,0.0,1.900000000000001,1.900000000000001,1.1866666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.333333333333333,4.0,1.6666666666666667,0.5427666666666666,1.9147333333333336,2.2700000000000005,0.9369666666666668,22.0,87.33333333333333,88.0,25.33333333333333,59.0,144.0,186.66666666666663,80.33333333333333,36.98,262.9133333333334,281.64000000000004,98.10666666666668,10.969600000000002,26.52,34.40906666666666,14.776533333333331,0.0,0.0,0.0,0.0,0.0,2.8800000000000003,6.48,8.8,0.0,8.0,16.0,28.0,0.0,111.0,288.0,376.0,0.0,-8.55,-10.800000000000002,-17.96,64.0,232.0,480.0,644.0,41.35680000000001,150.32720000000003,318.23040000000003,408.6116000000005,1032.0,4648.0,8320.0,7492.0,6260.0,17040.0,33920.0,43396.0,497.2939999999999,1622.8319999999978,3448.601599999997,4864.086399999999,1.0,5.0,12.0,16.0,1.7161000000000002,4.8077000000000005,12.104400000000004,15.929600000000006,25.0,85.0,220.0,260.0,900.0,1170.0,2160.0,3120.0,2.7225,27.719999999999995,50.48999999999998,73.19399999999997,24.666666666666668,66.66666666666667,112.0,111.33333333333331,12.012600000000004,35.91280000000001,59.34560000000002,53.79939999999999,232.0,861.3333333333334,1333.3333333333333,937.3333333333334,784.6666666666666,2208.0,3594.6666666666665,3064.6666666666665,167.57066666666665,449.412,748.8882666666665,712.8790666666665
XAPGED,train,1,3,1,0,0,10.48616,8.67301,10.48616,1.31181,2039.83,1554.98,0.6515,0.4966420441984738,0.6515,0.0,0.496643,0.0,13221.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,1.0,1.0,2.0,2.0,0.5328999999999999,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89000000000001,87.98,119.78000000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,1.0,1.0,2.0,2.0,0.5328999999999999,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89000000000001,87.98,119.78000000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,2.5300000000000016,0.1012500000000001,7.77374999999999,0.0,5.5625,0.1875,18.125,0.0,124.0,4.5,376.125,0.0,-5.630000000000003,-0.1687500000000015,-17.585624999999965,92.0,268.0,548.0,804.0,91.76839999999991,261.3692000000004,529.0763999999999,782.8812000000008,864.0,2696.0,5244.0,7948.0,53208.0,80448.0,283248.0,239040.0,811.7838000000008,1895.164800000001,5017.1652,5643.388799999995,1.0,4.0,5.6875,12.375,1.857325000000003,3.978500000000005,10.349381250000006,12.284775000000014,16.0,41.75,90.25,125.5,1548.0,1248.0,8097.75,3786.75,4.179824999999997,27.96719999999996,22.869506250000025,85.09685624999996,18.0,36.0,54.0,66.0,8.944199999999999,19.126800000000003,27.591,31.00020000000001,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.213
JALLEQ,train,0,2,0,0,0,20.73249,7.86615,20.70807,0.987929,1763.67,1785.22,0.6944,0.7028845190292016,0.6944,0.0,0.702885,0.0,11043.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.03,0.01,0.0,-0.5,-1.0,0.5,0.0,0.5,1.5,-0.5,0.0,-1.95,-5.8500000000000005,0.1500000000000003,0.0,0.2450000000000001,0.7350000000000003,-0.1549999999999998,0.0,0.0,0.0,0.0,0.0,-0.02,-0.02,-0.03,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.5,0.0,-3.0000000000000004,-3.0000000000000004,-4.050000000000001,0.0,0.4450000000000001,0.4450000000000001,0.645,0.5,1.0,1.5,1.5,0.28125,0.57,0.86625,0.83625,2.0,5.0,8.0,5.0,24.5,45.5,63.0,77.0,27.38,69.19,125.43000000000002,81.02999999999999,4.6208,8.4968,11.628,14.333600000000002,1.0,0.5,1.0,1.0,0.5328999999999998,0.28105,0.5475,0.5548000000000001,0.5,1.5,2.0,2.0,64.0,24.0,56.0,52.0,28.09,29.945,43.99,49.555,11.833600000000002,4.385999999999999,10.302799999999998,9.6148,0.0,0.0,0.0,0.0,0.0,6.000000000000001,2.293333333333333,15.49333333333334,0.0,28.0,10.666666666666666,73.33333333333333,0.0,333.3333333333333,138.66666666666666,872.0,0.0,-15.466666666666669,-3.813333333333334,-37.84,38.0,112.0,280.0,336.0,33.47420000000002,113.17919999999997,223.2984,299.3584,440.0,1536.0,2896.0,3456.0,22008.0,38656.0,106208.0,89344.0,343.5527999999999,588.9280000000001,2772.224,2081.6127999999994,1.0,6.666666666666667,6.666666666666667,17.333333333333332,2.656899999999998,7.932666666666667,13.974533333333342,20.798800000000004,45.333333333333336,117.3333333333333,232.0,274.6666666666667,3364.0,3093.3333333333326,14384.0,7733.333333333333,1.2543999999999993,25.685333333333343,12.6336,64.12373333333335,11.0,22.0,30.0,24.0,6.2211,12.675000000000002,17.115800000000004,13.5584,52.0,116.0,134.0,92.0,534.0,938.0,1360.0,1144.0,98.3301,171.68719999999996,249.5494,210.8548
EPOMUT,train,0,2,0,0,0,2.37063,1.47331,2.30044,1.87021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1439999999999999,0.2959999999999999,0.912,0.0,-0.8,-1.6,-1.6,0.0,11.8,23.2,50.4,0.0,3.1,7.76,20.954312,0.0,0.2620000000000001,0.3280000000000001,0.936,0.0,0.0,0.0,0.0,0.0,-0.012,0.288,0.296,0.0,-0.8,0.0,0.4,0.0,0.6,5.6,5.2,0.0,-2.3400000000000003,-0.805688,0.7543120000000002,0.0,0.2940000000000001,1.064,0.868,0.6,0.6,0.8,1.6,0.6323400000000001,0.46662,0.70224,1.0396800000000002,0.6,1.4,2.4,3.2,499.8,92.4,168.0,196.0,187.352,111.644,189.84,265.55944800000003,5.35296,4.569599999999999,6.038399999999999,11.248,1.0,1.4,1.6,1.2,0.5746600000000001,0.8085000000000001,0.6839999999999999,0.4529999999999999,2.2,5.4,6.4,4.0,43.8,58.8,39.2,22.4,83.932,117.068,93.5780912,60.1300912,8.145959999999999,10.8528,11.552,8.4512,0.0,0.0,0.0,0.0,0.0,4.426666666666667,6.053333333333334,8.746666666666664,0.0,29.333333333333325,38.66666666666666,42.66666666666666,0.0,165.33333333333334,217.3333333333333,229.3333333333333,0.0,-8.49333333333333,-10.506666666666662,-8.799999999999999,38.333333333333336,80.0,142.66666666666666,216.0,20.961166666666674,48.56480000000001,82.71666666666665,113.76613333333334,222.66666666666663,597.3333333333334,914.6666666666666,1109.3333333333333,5205.0,5512.0,8905.333333333334,9733.333333333334,251.7666,502.8160000000002,937.6320000000002,1447.9040000000002,1.0,6.666666666666667,9.333333333333334,13.333333333333334,2.008366666666667,7.188400000000001,10.075333333333331,13.9,45.333333333333336,106.6666666666667,144.0,256.0,977.0,1356.0,1765.3333333333333,3666.6666666666665,2.4550000000000005,29.728000000000005,39.32066666666668,45.88000000000002,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,2.0,2.0,0.0,0.0,85.0,84.0,0.0,0.0,15.7441,15.504,0.0,0.0
KOMFUO,train,1,3,0,0,0,3.64964,2.52754,3.64964,1.36006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0316666666666666,0.5700000000000001,0.6016666666666667,0.0,-0.4166666666666666,3.083333333333333,3.5,0.0,1.5833333333333337,11.083333333333332,9.5,0.0,-6.175,-1.5945908333333334,4.580409166666668,0.0,0.7758333333333336,2.105833333333333,1.3299999999999996,0.0,0.0,0.0,0.0,0.0,-0.02,0.36,0.38,0.0,-1.0,-1.0,0.0,0.0,1.0,7.0,6.0,0.0,-3.9,-1.00711,2.8928900000000004,0.0,0.4900000000000002,1.33,0.8399999999999999,1.0,2.583333333333333,4.75,3.1666666666666665,0.5625,1.4768750000000002,2.244375,1.3299999999999998,6.916666666666666,19.916666666666664,26.833333333333336,13.833333333333332,49.0,115.5,155.16666666666669,88.66666666666666,54.760000000000005,187.15833333333336,271.90997216666665,139.51163883333334,9.2416,21.5156,37.49586666666667,25.221866666666667,1.0,2.0,3.0,2.0,0.5625,1.14,1.4175,0.84,4.0,10.0,14.0,8.0,49.0,91.0,98.0,56.0,54.760000000000005,138.38,171.732614,88.11261400000001,9.2416,16.9936,23.681600000000003,15.9296,0.0,0.0,0.0,0.0,0.0,3.1499999999999995,6.1999999999999975,11.249999999999996,0.0,10.0,23.0,40.0,0.0,110.0,225.0,365.0,0.0,-5.700000000000001,-8.950000000000003,-10.450000000000005,28.0,56.0,100.0,170.0,18.7378,41.25,76.00199999999995,103.63120000000002,156.0,432.0,676.0,730.0,2826.0,5684.0,10340.0,10302.0,220.1106000000001,418.4255999999999,737.1240000000003,1394.5116000000005,1.0,5.0,10.0,16.0,1.9044,5.175,10.488,14.9454,25.0,75.0,135.0,200.0,841.0,1015.0,1885.0,2871.0,3.61,28.88,53.10499999999999,77.615,14.0,30.0,44.0,40.0,6.2942,14.8942,20.5516,15.962400000000002,74.0,178.0,244.0,184.0,442.0,1014.0,1320.0,840.0,100.8196,224.36160000000004,330.9828,277.8408
OVIDAZ,train,1,3,0,0,0,2.91016,1.66504,2.91016,1.58961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699999999999999,0.2799999999999999,0.58,0.0,-1.0,-1.0,-1.0,0.0,4.0,9.333333333333334,17.666666666666668,0.0,0.0999999999999989,3.764296666666665,11.42859333333333,0.0,0.3366666666666669,0.6266666666666669,0.7633333333333336,0.0,0.0,0.0,0.0,0.0,-0.04,0.2133333333333333,0.1933333333333333,0.0,-2.0,-1.3333333333333333,-2.333333333333333,0.0,2.0,6.0,7.0,0.0,-6.6000000000000005,-4.671406666666667,-7.371406666666668,0.0,0.9200000000000004,1.4800000000000002,1.91,0.6666666666666666,1.3333333333333333,2.333333333333333,3.0,0.5343,0.9936,1.5111,1.8987,2.6666666666666665,7.333333333333333,11.333333333333334,14.0,101.66666666666669,145.33333333333334,169.0,206.3333333333333,143.70666666666668,254.2733333333333,308.717538,410.9368493333333,5.299333333333333,9.5798,17.012133333333335,21.097133333333336,1.0,1.3333333333333333,2.6666666666666665,2.333333333333333,0.5427666666666666,0.7597333333333335,1.2999999999999998,1.126966666666667,2.0,6.0,8.0,7.333333333333333,59.0,60.0,107.33333333333331,82.66666666666667,36.98,95.67333333333332,136.63507600000003,129.96174266666665,10.9696,11.015999999999998,23.36373333333333,18.738666666666663,0.0,0.0,0.0,0.0,0.0,2.8800000000000003,3.24,7.44,0.0,14.0,12.0,32.0,0.0,111.0,144.0,290.0,0.0,-8.55,-5.4,-13.660000000000004,20.0,44.0,76.0,112.0,13.5636,32.8444,52.3932,69.50880000000004,120.0,308.0,428.0,512.0,2698.0,5784.0,7408.0,8352.0,170.61699999999996,313.24799999999993,672.9867999999999,916.6079999999994,1.0,5.0,6.0,12.0,1.7161000000000002,4.8077000000000005,6.052200000000001,10.846800000000002,25.0,55.0,90.0,140.0,900.0,1170.0,1080.0,2100.0,2.7225,27.719999999999995,25.245,55.20899999999999,26.0,54.0,82.66666666666667,99.33333333333331,12.143266666666667,27.91113333333334,39.54773333333333,43.059000000000005,136.66666666666666,330.6666666666667,444.0,447.3333333333333,1050.0,2029.3333333333333,2684.0,2818.6666666666665,175.66466666666665,359.36420000000004,552.8121333333332,634.8055333333333
mil-125-ti,train,0,2,0,0,0,12.19084,4.49612,12.19084,0.820345,1838.35,2240.95,0.5856,0.7138460038154679,0.5856,0.0,0.713846,0.0,1848.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.833600000000002,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,3.7800000000000007,1.77,7.439999999999999,0.0,24.0,9.0,45.0,0.0,84.0,48.0,174.0,0.0,-11.400000000000002,-3.03,-20.129999999999995,56.0,144.0,320.0,352.0,41.09600000000003,122.28960000000008,216.2816,259.8800000000002,480.0,1344.0,2176.0,2560.0,6608.0,19200.0,30464.0,35328.0,523.0123999999995,929.6256,3255.8432000000003,2587.4304,1.0,6.0,5.0,12.0,1.8496000000000004,5.9568,6.8408000000000015,12.076800000000004,36.0,72.0,126.0,162.0,484.0,1056.0,1364.0,1980.0,2.3716000000000004,31.785599999999995,16.524200000000004,59.45940000000001,16.0,32.0,48.0,58.0,7.422399999999999,16.262400000000007,23.0448,24.6794,80.0,192.0,256.0,250.0,548.0,1008.0,1456.0,1420.0,118.7144,219.096,337.3204,385.387
BELYUO,train,0,1,0,0,0,4.29789,3.28857,4.29789,1.18731,0.0,0.0,0.1012,0.085234690182008,0.0,0.1012,0.0,0.0852344,0.0,171.918,0.0,0.0,0.0,0.0,0.0,0.0933333333333333,-0.0266666666666666,0.7200000000000001,0.0,-0.6666666666666666,-1.3333333333333333,1.0,0.0,3.6666666666666665,1.3333333333333333,14.0,0.0,-3.7357033333333343,-4.000000000000001,1.5857800000000002,0.0,1.0066666666666668,0.5933333333333335,2.4799999999999995,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,1.2000000000000002,0.0,-2.0,-3.333333333333333,0.0,0.0,2.0,2.0,23.33333333333333,0.0,-6.000000000000001,-6.000000000000001,2.6429666666666662,0.0,0.8900000000000001,0.8900000000000001,4.133333333333332,0.6666666666666666,1.0,1.3333333333333333,2.0,0.3552666666666665,0.4647666666666666,0.73,0.5402,1.6666666666666667,3.6666666666666665,5.0,3.0,42.66666666666666,34.666666666666664,74.66666666666667,16.0,18.726666666666663,47.88922766666666,58.653333333333336,47.775366,7.889066666666666,8.370666666666665,13.737066666666664,15.136,1.0,1.0,2.0,3.333333333333333,0.5328999999999999,0.5621000000000002,1.0949999999999998,0.9003333333333335,1.0,3.0,5.333333333333333,3.333333333333333,64.0,48.0,112.0,26.666666666666668,28.09,59.89,87.98,79.62561,11.8336,8.771999999999998,20.605599999999995,25.226666666666667,0.0,0.0,0.0,0.0,0.0,3.96,3.7199999999999993,9.659999999999998,0.0,20.0,18.0,48.0,0.0,24.0,36.0,72.0,0.0,-12.78,-7.439999999999999,-26.60999999999999,57.0,126.0,246.0,300.0,27.15690000000004,75.75660000000002,134.86380000000003,177.77879999999993,384.0,1080.0,1770.0,2226.0,2145.0,5880.0,11424.0,14052.0,417.3306,803.4204000000004,1957.9698,2190.6066,1.0,6.0,8.0,15.0,1.9321,6.0882,10.286,15.554099999999991,36.0,96.0,180.0,252.0,144.0,576.0,720.0,1296.0,1.7161000000000002,27.0384,23.4752,60.60059999999999,7.0,12.0,18.0,12.0,2.6623,5.1436,5.845,3.2412,30.0,60.0,42.0,12.0,203.0,300.0,362.0,96.0,51.19219999999999,81.75299999999999,121.4552,90.81600000000002
VOPVUT,train,1,3,0,0,0,2.84657,1.5991,2.8344,1.71792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.0419999999999999,0.1839999999999999,0.0,-1.6,-2.0,-2.9,0.0,2.6,2.1,8.3,0.0,-5.8907110000000005,-6.57,-10.184977,0.0,0.9830000000000002,0.9480000000000002,2.4080000000000004,0.0,0.0,0.0,0.0,0.0,-0.036,0.1119999999999999,0.1679999999999999,0.0,-2.0,-2.0,-3.4,0.0,1.8,4.4,6.6,0.0,-5.940000000000001,-5.562844000000001,-7.804266000000003,0.0,0.8280000000000001,1.262,1.866,1.0,1.2,2.2,2.8,0.5358599999999999,0.64914,1.21496,1.37556,1.8,4.8,7.2,9.7,62.5,52.3,118.2,104.9,30.756999999999994,73.9602614,109.30300000000004,150.50935049999998,11.5744,10.114,21.7788,23.20976,1.0,1.2,2.4,2.6,0.54474,0.68376,1.23,1.30002,1.6,4.8,6.8,8.0,58.0,54.0,103.6,96.8,38.758,86.106,133.02504560000003,153.0035684,10.7968,9.9144,21.24016,21.03872,0.0,0.0,0.0,0.0,0.0,4.390000000000001,2.9400000000000004,6.800000000000001,0.0,32.0,24.0,56.0,0.0,149.0,126.0,256.0,0.0,-7.640000000000001,-4.02,-10.010000000000002,26.0,60.0,116.0,144.0,15.0992,38.22240000000002,61.101999999999975,73.2704,204.0,620.0,684.0,560.0,2402.0,5456.0,6896.0,6360.0,199.4218,408.2080000000001,917.7284,1081.5295999999998,1.0,7.0,6.0,12.0,1.5876,5.5818,5.8212,10.4832,49.0,119.0,126.0,196.0,729.0,1080.0,972.0,1836.0,3.5344,39.104,28.764,61.23159999999999,22.0,44.66666666666666,69.33333333333333,86.0,9.743,22.058333333333337,31.69706666666667,34.73393333333335,114.0,277.3333333333333,369.3333333333333,367.3333333333333,678.0,1329.3333333333333,1889.3333333333333,1864.0,155.2202,303.4423333333333,473.9797333333334,572.4037999999999
